voyageid,mjbyptimp,majbyimp,date_dep,mjslptimp,mjselimp,date_end
50843,Mozambique,Southeast Africa and Indian Ocean islands,1761-01-30,Bahia; port unspecified,Bahia,
50845,Whydah,Bight of Benin,1761-02-20,Bahia; port unspecified,Bahia,
50847,Costa da Mina,Bight of Benin,1761-03-28,Bahia; port unspecified,Bahia,
50850,Costa da Mina,Bight of Benin,1761-06-08,Bahia; port unspecified,Bahia,
50851,Costa da Mina,Bight of Benin,1761-09-01,Bahia; port unspecified,Bahia,
50854,Costa da Mina,Bight of Benin,1761-11-16,Bahia; port unspecified,Bahia,
48279,Luanda,West Central Africa and St. Helena,,Pernambuco; port unspecified,Pernambuco,
48280,Luanda,West Central Africa and St. Helena,1761-02-??,Pernambuco; port unspecified,Pernambuco,
48281,Luanda,West Central Africa and St. Helena,,Bahia; port unspecified,Bahia,
48282,Luanda,West Central Africa and St. Helena,,Bahia; port unspecified,Bahia,
48283,Luanda,West Central Africa and St. Helena,1761-01-??,Pernambuco; port unspecified,Pernambuco,
48284,Luanda,West Central Africa and St. Helena,,Bahia; port unspecified,Bahia,
48285,Luanda,West Central Africa and St. Helena,,Pernambuco; port unspecified,Pernambuco,
75563,Gorée,Senegambia and offshore Atlantic,1760-11-??,York River,Virginia,1762-02-13
75570,Africa.; port unspecified,Other Africa,1761-??-??,,,
75616,Saint-Louis,Senegambia and offshore Atlantic,1761-01-06,Patuxent,Maryland,1761-12-06
75709,Cape Coast Castle,Gold Coast,1761-03-05,Basse-Terre,Guadaloupe,1762-06-02
75924,Saint-Louis,Senegambia and offshore Atlantic,1761-10-05,,,
75334,Bance Island (Ben's Island),Sierra Leone,1760-??-??,Charleston,South Carolina,
75361,Calabar,Bight of Biafra and Gulf of Guinea islands,1760-04-07,Jamaica; port unspecified,Jamaica,1761-09-25
75369,Gambia,Senegambia and offshore Atlantic,1761-03-11,Charleston,South Carolina,1762-03-09
75487,Banana Islands,Sierra Leone,1760-11-13,,,
75525,,,1761-??-??,,,
90939,Windward Coast; port unspecified,Windward Coast,1761-08-14,Basse-Terre,Guadaloupe,1762-07-19
90943,,,1761-08-07,,,
90944,Windward Coast; port unspecified,Windward Coast,1761-08-31,Martinique; port unspecified,Martinique,
90945,Windward Coast; port unspecified,Windward Coast,1761-08-31,,,1762-06-21
90947,West Central Africa and St. Helena; port unspecified,West Central Africa and St. Helena,1761-10-12,Barbados; port unspecified,Barbados,
90948,Sierra Leone estuary,Sierra Leone,1761-10-03,Cayenne,French Guiana,
90950,Windward Coast; port unspecified,Windward Coast,1761-09-18,St. Kitts; port unspecified,St. Kitts,
90960,Windward Coast; port unspecified,Windward Coast,1761-11-03,Puerto Rico; port unspecified,Puerto Rico,
90339,Windward Coast; port unspecified,Windward Coast,1761-03-10,Basse-Terre,Guadaloupe,1762-01-18
90658,Calabar,Bight of Biafra and Gulf of Guinea islands,1760-05-23,Jamaica; port unspecified,Jamaica,1761-07-24
90674,Bonny,Bight of Biafra and Gulf of Guinea islands,1761-04-25,Basse-Terre,Guadaloupe,
90680,Sherbro,Sierra Leone,1760-08-21,St. Kitts; port unspecified,St. Kitts,1762-05-29
90701,Calabar,Bight of Biafra and Gulf of Guinea islands,1761-01-24,Basse-Terre,Guadaloupe,1762-06-01
90703,Loango,West Central Africa and St. Helena,1760-03-21,Kingston,Jamaica,1762-05-01
90705,Gold Coast; port unspecified,Gold Coast,1760-09-25,Basse-Terre,Guadaloupe,
90712,Gambia,Senegambia and offshore Atlantic,1761-09-01,,,
90715,Bonny,Bight of Biafra and Gulf of Guinea islands,1761-09-01,,,
90758,West Central Africa and St. Helena; port unspecified,West Central Africa and St. Helena,,Basse-Terre,Guadaloupe,1761-10-06
90760,Loango,West Central Africa and St. Helena,1760-03-16,Rappahannock,Virginia,
90764,Benin,Bight of Benin,1760-02-28,Jamaica; port unspecified,Jamaica,1761-06-28
90770,Whydah,Bight of Benin,1760-09-23,Basse-Terre,Guadaloupe,1761-11-03
90773,Gambia,Senegambia and offshore Atlantic,1761-02-09,North Potomac,Maryland,1762-05-07
90780,Gambia,Senegambia and offshore Atlantic,1760-12-23,Barbados; port unspecified,Barbados,1761-12-29
90783,Banana Islands,Sierra Leone,1760-09-05,Rappahannock,Virginia,1762-04-19
90788,West Central Africa and St. Helena; port unspecified,West Central Africa and St. Helena,1761-07-07,Basse-Terre,Guadaloupe,1762-07-17
90794,Iles de Los,Sierra Leone,1761-08-14,,,
90803,West Central Africa and St. Helena; port unspecified,West Central Africa and St. Helena,1761-06-09,Basse-Terre,Guadaloupe,1763-05-21
90811,Bonny,Bight of Biafra and Gulf of Guinea islands,1761-05-30,Saint-Domingue; port unspecified,Saint-Domingue,
90815,Iles de Los,Sierra Leone,1761-08-03,St. Kitts; port unspecified,St. Kitts,1762-05-18
90822,Senegambia and offshore Atlantic; port unspecified,Senegambia and offshore Atlantic,1760-09-23,Rappahannock,Virginia,1761-11-03
90823,Gambia,Senegambia and offshore Atlantic,1761-11-24,,,
90826,Cameroons,Bight of Biafra and Gulf of Guinea islands,1761-04-14,Americas; port unspecified,Americas,
90831,West Central Africa and St. Helena; port unspecified,West Central Africa and St. Helena,1761-06-01,Basse-Terre,Guadaloupe,1762-09-10
90833,Anomabu,Gold Coast,1759-11-23,Jamaica; port unspecified,Jamaica,1761-07-10
90837,Gambia,Senegambia and offshore Atlantic,1761-01-26,Basse-Terre,Guadaloupe,1762-01-26
90839,Malembo,West Central Africa and St. Helena,1760-01-03,Basse-Terre,Guadaloupe,1761-07-20
90844,Sierra Leone estuary,Sierra Leone,1760-01-31,Basse-Terre,Guadaloupe,1761-07-22
90845,Calabar,Bight of Biafra and Gulf of Guinea islands,1760-02-04,Basse-Terre,Guadaloupe,1761-06-16
90846,,,1761-08-26,,,
90849,Benin,Bight of Benin,1760-02-25,Jamaica; port unspecified,Jamaica,1761-09-20
90852,,,1761-01-22,,,
90855,Popo,Bight of Benin,1761-01-19,Cayenne,French Guiana,
90856,Iles de Los,Sierra Leone,1760-12-24,Rappahannock,Virginia,
90857,Gambia,Senegambia and offshore Atlantic,1761-01-23,,,
90859,Calabar,Bight of Biafra and Gulf of Guinea islands,1760-02-05,Basse-Terre,Guadaloupe,1761-06-22
90861,West Central Africa and St. Helena; port unspecified,West Central Africa and St. Helena,1760-04-14,Basse-Terre,Guadaloupe,1761-11-03
90862,Bonny,Bight of Biafra and Gulf of Guinea islands,1760-05-05,Jamaica; port unspecified,Jamaica,1761-06-28
90864,West Central Africa and St. Helena; port unspecified,West Central Africa and St. Helena,1761-03-12,Grenada; port unspecified,Grenada,
90868,Bonny,Bight of Biafra and Gulf of Guinea islands,1760-05-17,Martinique; port unspecified,Martinique,
90870,Sierra Leone estuary,Sierra Leone,1760-05-30,Basse-Terre,Guadaloupe,1761-07-22
90871,Sierra Leone estuary,Sierra Leone,1761-10-12,,,
90873,Bassa,Windward Coast,1760-07-11,York River,Virginia,1761-09-05
90876,Sherbro,Sierra Leone,1760-07-16,Barbados; port unspecified,Barbados,1761-07-21
90877,Sierra Leone estuary,Sierra Leone,1760-07-24,Barbados; port unspecified,Barbados,1761-06-16
90878,Iles de Los,Sierra Leone,1761-08-14,,,
90879,Gold Coast; port unspecified,Gold Coast,1760-08-08,Jamaica; port unspecified,Jamaica,1762-01-15
90880,Windward Coast; port unspecified,Windward Coast,1760-08-25,Rappahannock,Virginia,1761-12-14
90883,Gabon,Bight of Biafra and Gulf of Guinea islands,1760-08-27,St. Kitts; port unspecified,St. Kitts,
90888,Windward Coast; port unspecified,Windward Coast,1760-09-05,Rappahannock,Virginia,1761-12-15
90890,Iles de Los,Sierra Leone,1760-09-05,Charleston,South Carolina,
90891,Bance Island (Ben's Island),Sierra Leone,1760-09-06,French Caribbean; colony unspecified,Other French Caribbean,
90893,West Central Africa and St. Helena; port unspecified,West Central Africa and St. Helena,1760-10-14,Basse-Terre,Guadaloupe,1762-06-18
90895,Windward Coast; port unspecified,Windward Coast,1760-09-06,Basse-Terre,Guadaloupe,1761-09-16
90896,Windward Coast; port unspecified,Windward Coast,1761-11-10,Basse-Terre,Guadaloupe,1762-09-09
90897,Sierra Leone estuary,Sierra Leone,1760-09-27,Barbados; port unspecified,Barbados,1761-08-09
90898,Windward Coast; port unspecified,Windward Coast,1761-10-03,,,
90899,West Central Africa and St. Helena; port unspecified,West Central Africa and St. Helena,1760-09-13,Saint John (Antigua),Antigua,1762-06-02
90901,Calabar,Bight of Biafra and Gulf of Guinea islands,1760-10-17,Basse-Terre,Guadaloupe,1761-11-29
90902,Popo,Bight of Benin,1760-10-02,Jamaica; port unspecified,Jamaica,1761-10-26
90905,Cameroons,Bight of Biafra and Gulf of Guinea islands,1760-12-24,Basse-Terre,Guadaloupe,1762-04-14
90912,Bonny,Bight of Biafra and Gulf of Guinea islands,1761-02-17,,,
90913,,,1761-04-07,,,
90916,Anomabu,Gold Coast,1761-04-11,St. Kitts; port unspecified,St. Kitts,1762-05-18
90920,Saint-Louis,Senegambia and offshore Atlantic,1761-03-14,Upper James River,Virginia,1761-12-30
90930,West Central Africa and St. Helena; port unspecified,West Central Africa and St. Helena,1761-05-08,,,
90932,West Central Africa and St. Helena; port unspecified,West Central Africa and St. Helena,1761-05-30,Jamaica; port unspecified,Jamaica,1763-02-26
90934,Bonny,Bight of Biafra and Gulf of Guinea islands,1761-06-30,Basse-Terre,Guadaloupe,
90486,Calabar,Bight of Biafra and Gulf of Guinea islands,1760-02-16,Basse-Terre,Guadaloupe,
90522,Bonny,Bight of Biafra and Gulf of Guinea islands,1761-03-19,Basse-Terre,Guadaloupe,1762-01-09
90551,Anomabu,Gold Coast,1760-03-21,Saint John (Antigua),Antigua,1761-07-22
90593,Windward Coast; port unspecified,Windward Coast,1760-08-26,Jamaica; port unspecified,Jamaica,1761-09-20
90617,Iles de Los,Sierra Leone,1760-09-20,Basse-Terre,Guadaloupe,1761-07-22
90632,Bonny,Bight of Biafra and Gulf of Guinea islands,1761-02-11,St. Kitts; port unspecified,St. Kitts,1762-03-24
77759,Saint-Louis,Senegambia and offshore Atlantic,1761-01-06,North Carolina; port unspecified,North Carolina,1761-10-18
77761,Gambia,Senegambia and offshore Atlantic,1761-01-27,,,
77736,Africa.; port unspecified,Other Africa,1760-02-21,Jamaica; port unspecified,Jamaica,1761-07-09
77750,Anomabu,Gold Coast,1760-07-22,Jamaica; port unspecified,Jamaica,1761-09-24
77751,Cape Coast Castle,Gold Coast,1760-07-22,Jamaica; port unspecified,Jamaica,1761-09-24
77752,Anomabu,Gold Coast,1760-08-22,Jamaica; port unspecified,Jamaica,1761-11-27
77753,Africa.; port unspecified,Other Africa,1760-08-15,Basse-Terre,Guadaloupe,1761-11-11
76215,Cabinda,West Central Africa and St. Helena,1760-??-??,Jamaica; port unspecified,Jamaica,1762-01-09
49551,Luanda,West Central Africa and St. Helena,,Bahia; port unspecified,Bahia,
49669,Costa da Mina,Bight of Benin,,Bahia; port unspecified,Bahia,
49705,Luanda,West Central Africa and St. Helena,,Bahia; port unspecified,Bahia,
49862,Costa da Mina,Bight of Benin,,Bahia; port unspecified,Bahia,
46734,Costa da Mina,Bight of Benin,1761-09-04,Bahia; port unspecified,Bahia,
36952,Cape Coast Castle,Gold Coast,,French Caribbean; colony unspecified,Other French Caribbean,
36995,Windward Coast; port unspecified,Windward Coast,,New London,Connecticut,
37061,Africa.; port unspecified,Other Africa,1761-01-19,,,
37062,Gambia,Senegambia and offshore Atlantic,1761-01-19,St. Kitts; port unspecified,St. Kitts,
37063,Africa.; port unspecified,Other Africa,1761-06-11,,,
37064,Africa.; port unspecified,Other Africa,1761-08-20,,,
37065,Africa.; port unspecified,Other Africa,1761-09-03,,,
37066,Africa.; port unspecified,Other Africa,1761-10-26,,,
37067,Africa.; port unspecified,Other Africa,1761-10-26,,,
26021,Africa.; port unspecified,Other Africa,,Charleston,South Carolina,
26022,Sierra Leone estuary,Sierra Leone,1760-08-05,Charleston,South Carolina,
26023,Sierra Leone estuary,Sierra Leone,,Charleston,South Carolina,
26024,West Central Africa and St. Helena; port unspecified,West Central Africa and St. Helena,1761-01-12,Charleston,South Carolina,
8217,Luanda,West Central Africa and St. Helena,1760-03-24,Rio de Janeiro,Southeast Brazil,
8218,Luanda,West Central Africa and St. Helena,,Rio de Janeiro,Southeast Brazil,
17452,Gold Coast; port unspecified,Gold Coast,1759-10-28,Saint John (Antigua),Antigua,1761-06-16
17474,Africa.; port unspecified,Other Africa,1760-09-08,Patuxent,Maryland,1761-12-14
17475,Bight of Biafra and Gulf of Guinea Islands; port unspecified,Bight of Biafra and Gulf of Guinea islands,1760-11-11,Annapolis,Maryland,1761-12-07
17476,Cape Coast Castle,Gold Coast,1760-04-28,Jamaica; port unspecified,Jamaica,1761-09-24
17478,Calabar,Bight of Biafra and Gulf of Guinea islands,1760-09-08,St. Kitts; port unspecified,St. Kitts,1762-05-29
17479,Bight of Biafra and Gulf of Guinea Islands; port unspecified,Bight of Biafra and Gulf of Guinea islands,1760-06-02,Basse-Terre,Guadaloupe,1761-07-22
17481,Bonny,Bight of Biafra and Gulf of Guinea islands,1760-10-13,Martinique; port unspecified,Martinique,1762-05-21
17482,Cape Coast Castle,Gold Coast,1760-07-09,Jamaica; port unspecified,Jamaica,
17483,Africa.; port unspecified,Other Africa,1760-11-11,Upper James River,Virginia,1761-12-04
17486,Africa.; port unspecified,Other Africa,1760-03-05,Barbados; port unspecified,Barbados,1761-07-23
17488,Cape Coast Castle,Gold Coast,1760-09-16,Jamaica; port unspecified,Jamaica,
17489,Cape Coast Castle,Gold Coast,1760-09-22,Kingston,Jamaica,1762-07-16
17490,Gold Coast; port unspecified,Gold Coast,1760-11-11,Jamaica; port unspecified,Jamaica,1761-09-19
17492,West Central Africa and St. Helena; port unspecified,West Central Africa and St. Helena,1760-09-11,Jamaica; port unspecified,Jamaica,
17493,Bonny,Bight of Biafra and Gulf of Guinea islands,1760-04-14,Havana,Cuba,
17494,Bonny,Bight of Biafra and Gulf of Guinea islands,1760-07-03,St. Kitts; port unspecified,St. Kitts,1761-06-16
17495,Calabar,Bight of Biafra and Gulf of Guinea islands,1760-04-28,St. Kitts; port unspecified,St. Kitts,1761-06-16
17498,Africa.; port unspecified,Other Africa,1760-11-12,Kingston,Jamaica,1762-09-08
17502,Bight of Biafra and Gulf of Guinea Islands; port unspecified,Bight of Biafra and Gulf of Guinea islands,1761-09-01,,,
17503,,,1761-11-28,,,
17505,Gambia,Senegambia and offshore Atlantic,1761-01-09,Charleston,South Carolina,1761-12-17
17509,Bonny,Bight of Biafra and Gulf of Guinea islands,1761-03-22,Basse-Terre,Guadaloupe,1762-03-24
17510,Africa.; port unspecified,Other Africa,1761-03-22,Kingston,Jamaica,1762-07-14
17511,Anomabu,Gold Coast,1761-01-09,Jamaica; port unspecified,Jamaica,1762-03-27
17513,Bonny,Bight of Biafra and Gulf of Guinea islands,1761-01-09,Jamaica; port unspecified,Jamaica,1762-09-11
17515,West Central Africa and St. Helena; port unspecified,West Central Africa and St. Helena,1761-01-09,Kingston,Jamaica,1762-09-09
19538,Bissau,Senegambia and offshore Atlantic,1760-10-08,Pará,Amazonia,1761-08-29
19616,Cacheu,Senegambia and offshore Atlantic,1761-02-19,Maranhão,Amazonia,1762-05-10
19681,Luanda,West Central Africa and St. Helena,1760-02-22,Pernambuco; port unspecified,Pernambuco,
19696,Luanda,West Central Africa and St. Helena,1760-07-??,Pernambuco; port unspecified,Pernambuco,
19513,Cacheu,Senegambia and offshore Atlantic,1760-11-04,Pará,Amazonia,1761-08-29
10873,Malembo,West Central Africa and St. Helena,1761-01-09,Curaçao,Dutch Caribbean,1762-04-25
10920,Cabinda,West Central Africa and St. Helena,1760-06-15,Americas; port unspecified,Americas,1762-02-15
10933,Africa.; port unspecified,Other Africa,1759-09-15,Americas; port unspecified,Americas,1761-06-15
10940,Cape Lahou,Windward Coast,1760-02-22,Suriname,Dutch Guianas,1761-07-08
11002,Cabinda,West Central Africa and St. Helena,1760-03-27,Americas; port unspecified,Americas,1761-07-15
11022,Gold Coast; port unspecified,Gold Coast,1760-10-08,Suriname,Dutch Guianas,1762-??-??
11095,Kormantine,Gold Coast,1760-09-15,Suriname,Dutch Guianas,1762-06-15
10391,Cabinda,West Central Africa and St. Helena,1760-05-15,Suriname,Dutch Guianas,1762-02-15
10570,Windward + Ivory + Gold + Benin,Other Africa,1760-08-15,Suriname,Dutch Guianas,1761-??-??
10580,Gold Coast; port unspecified,Gold Coast,1760-07-15,Suriname,Dutch Guianas,1762-12-15
10584,Malembo,West Central Africa and St. Helena,1760-03-15,Suriname,Dutch Guianas,1761-10-15
10710,Windward + Ivory + Gold + Benin,Other Africa,1760-01-15,Suriname,Dutch Guianas,1761-06-15
9063,Bissau,Senegambia and offshore Atlantic,1761-02-07,Pará,Amazonia,1761-09-10
9064,Bissau,Senegambia and offshore Atlantic,1761-03-08,Maranhão,Amazonia,1762-01-10
11827,Malembo,West Central Africa and St. Helena,,,,
11116,Malembo,West Central Africa and St. Helena,1760-03-28,Curaçao,Dutch Caribbean,1761-09-21
11200,Elmina,Gold Coast,1760-07-15,Suriname,Dutch Guianas,1762-06-15
11501,Gorée,Senegambia and offshore Atlantic,1760-08-06,Suriname,Dutch Guianas,
25481,Windward Coast; port unspecified,Windward Coast,1760-11-08,Boston,Massachusetts,
24838,Saint-Louis,Senegambia and offshore Atlantic,1761-01-??,Virginia; port unspecified,Virginia,
25062,Cape Coast Castle,Gold Coast,,Philadelphia,Pennsylvania,
25219,Gorée,Senegambia and offshore Atlantic,1760-11-13,Boston,Massachusetts,
25221,Africa.; port unspecified,Other Africa,,Boston,Massachusetts,
25222,Senegambia and offshore Atlantic; port unspecified,Senegambia and offshore Atlantic,1761-10-22,,,
25322,,,1761-01-??,,,
25323,Gold Coast; port unspecified,Gold Coast,1760-10-13,New York,New York,
25324,Gold Coast; port unspecified,Gold Coast,1760-10-06,,,
25325,Gold Coast; port unspecified,Gold Coast,1760-10-13,,,
25327,Gold Coast; port unspecified,Gold Coast,1760-11-17,French Caribbean; colony unspecified,Other French Caribbean,
25328,Africa.; port unspecified,Other Africa,,New York,New York,
25332,Africa.; port unspecified,Other Africa,1760-11-24,New York,New York,
25334,Africa.; port unspecified,Other Africa,1761-02-12,,,
25335,Africa.; port unspecified,Other Africa,1761-07-16,,,
25339,Africa.; port unspecified,Other Africa,,Delaware River,New Jersey,
24032,Gambia,Senegambia and offshore Atlantic,1761-??-??,Charleston,South Carolina,1761-10-27
24033,,,,,,
24526,Gambia,Senegambia and offshore Atlantic,1761-??-??,,,
24527,Africa.; port unspecified,Other Africa,1760-12-22,Basse-Terre,Guadaloupe,1761-09-20
24528,Africa.; port unspecified,Other Africa,1761-03-08,Basse-Terre,Guadaloupe,1762-07-21
24529,Gambia,Senegambia and offshore Atlantic,1761-??-??,Charleston,South Carolina,
24530,Africa.; port unspecified,Other Africa,,Jamaica; port unspecified,Jamaica,
24532,Saint-Louis,Senegambia and offshore Atlantic,1761-06-??,Martinique; port unspecified,Martinique,
24534,,,1761-??-??,,,
